,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,num_immunities,land_speed,fly,climb,swim,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,acid_resistance,all_damage_resistance,bludgeoning_resistance,cold_resistance,electricity_resistance,fire_resistance,mental_resistance,physical_resistance,piercing_resistance,poison_resistance,slashing_resistance,area_damage_weakness,cold_weakness,cold_iron_weakness,evil_weakness,fire_weakness,good_weakness,slashing_weakness,splash_damage_weakness,level
119,4,5,2,-4,4,0,22,130,16,10,17,14,0,0,10.0,25,0,0,0,0,0,0,0,0,0,0,0,17,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
120,-5,4,3,2,2,5,22,90,15,15,16,13,1,3,0.0,30,0,0,0,0,1,2,2,0,1,0,0,13,16.0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,7
121,4,2,4,-4,3,0,22,75,12,13,11,10,0,6,20.0,0,0,0,0,0,0,0,0,0,0,0,0,15,14.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
122,6,3,3,-4,3,0,21,65,9,13,11,9,0,0,25.0,0,10,0,0,0,0,0,0,0,0,0,0,12,13.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
123,6,4,4,1,3,4,25,120,14,13,17,14,1,0,20.0,0,0,0,0,1,2,2,0,0,0,0,0,18,16.0,18,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
124,3,6,3,6,5,7,31,195,21,18,23,22,1,1,25.0,0,0,0,0,1,0,2,4,2,0,0,0,21,16.0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11
125,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,20,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,7,7,5,-1,5,3,30,185,19,20,21,17,0,5,25.0,0,0,60,0,0,0,0,0,0,0,0,0,23,23.5,23,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
127,1,3,2,-1,3,0,15,14,5,6,7,5,0,0,10.0,0,0,25,0,0,0,0,0,0,0,0,0,7,3.5,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,10,6,8,-2,6,7,44,385,33,35,31,29,1,4,40.0,100,0,50,0,0,0,0,0,0,0,1,1,37,35.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,19
129,-5,5,3,-1,2,0,18,35,9,8,12,9,0,1,0.0,40,0,0,0,0,0,0,0,0,0,0,0,10,10.5,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3
130,9,6,5,6,5,0,40,300,30,32,29,28,1,12,30.0,30,0,0,0,0,0,0,1,0,2,2,1,32,22.0,0,0.0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,17
131,8,-3,6,-5,0,-5,20,300,23,25,14,19,0,8,20.0,0,20,20,0,0,0,0,0,0,0,0,0,26,32.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
132,7,3,5,4,6,6,36,254,28,26,23,26,1,3,50.0,160,0,0,0,2,1,0,0,0,0,0,0,29,31.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
133,9,6,6,5,6,9,42,305,30,30,28,32,1,2,30.0,50,30,0,0,0,0,0,0,2,1,4,2,35,41.0,0,0.0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,18
134,3,3,1,-3,1,-2,18,28,7,7,10,7,0,0,20.0,0,15,0,0,0,0,0,0,0,0,0,0,11,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135,9,4,6,-5,6,-4,38,275,27,29,25,25,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,30,28.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
136,4,3,3,-5,1,-3,18,30,7,9,9,7,0,0,15.0,0,15,0,0,0,0,0,0,0,0,0,0,10,11.5,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
137,2,4,4,5,4,6,26,130,16,14,16,18,1,4,35.0,0,0,0,1,3,0,2,0,0,0,0,0,18,16.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
138,4,2,4,1,2,2,20,88,13,15,9,11,1,0,25.0,0,0,50,0,0,0,0,1,0,0,0,0,15,12.5,13,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
139,4,4,3,3,5,3,25,125,18,16,13,18,1,0,25.0,25,0,0,0,0,0,8,0,0,0,0,0,17,16.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
140,6,4,4,1,3,5,28,120,17,18,16,13,0,5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0,0.0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,8
141,4,3,2,0,1,1,24,90,13,15,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
142,2,4,1,4,2,5,22,48,10,9,12,10,1,0,25.0,0,0,0,1,1,1,1,0,0,0,0,0,14,8.5,10,6.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
143,0,1,2,-5,2,-2,16,15,6,8,5,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,7,2,5,3,5,6,33,222,23,25,20,21,1,3,40.0,120,0,60,0,1,1,1,0,0,0,0,0,26,25.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
145,-2,3,1,-4,2,0,14,12,6,5,7,6,0,0,20.0,0,20,20,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2,5,3,-2,4,0,25,78,14,13,17,12,0,5,25.0,40,0,0,0,0,0,0,0,0,0,0,0,17,14.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
147,1,3,4,2,2,1,16,14,5,9,6,5,1,2,30.0,40,0,0,1,2,0,1,0,0,0,0,0,8,9.0,0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
148,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,20,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,1,4,1,3,3,4,18,25,11,8,11,10,1,0,30.0,0,0,0,3,3,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
150,9,6,6,5,9,6,40,295,32,27,29,34,1,1,40.0,40,0,50,0,1,0,2,1,0,0,1,3,35,35.5,30,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
151,8,6,7,-4,6,4,32,285,25,26,21,23,0,1,20.0,0,0,30,0,0,0,0,0,0,0,0,0,27,25.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
152,2,5,3,0,4,1,24,115,14,11,17,14,0,5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,17,17.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6
153,1,4,1,-4,1,0,17,20,7,6,9,7,0,0,10.0,0,0,30,0,0,0,0,0,0,0,0,0,9,4.5,0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,1,3,1,-5,1,-1,16,20,6,6,8,4,0,0,25.0,15,25,0,0,0,0,0,0,0,0,0,0,8,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,7,2,5,-4,3,0,21,75,12,14,11,12,0,0,0.0,0,0,60,0,0,0,0,0,0,0,0,0,13,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
156,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,-2,4,1,2,4,3,16,25,7,4,9,9,1,0,20.0,0,0,0,2,0,0,1,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
158,2,4,2,0,2,0,18,30,8,8,10,8,0,0,25.0,0,0,20,0,0,0,0,0,0,0,0,0,8,7.5,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,6,4,6,-5,0,-5,15,165,12,17,15,1,0,1,0.0,0,0,20,0,0,0,0,0,0,0,0,0,18,17.0,0,0.0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,7
160,0,6,4,-1,4,4,26,80,15,13,19,15,0,6,25.0,60,0,0,0,0,0,0,0,0,0,0,0,19,17.0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,7
161,4,3,3,0,3,-1,21,75,11,11,13,9,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,14,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
162,3,5,2,2,2,5,24,105,12,12,17,14,1,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,17,16.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
163,8,2,5,0,1,3,33,275,20,25,20,23,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,27,31.5,26,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
164,7,4,4,-4,4,0,24,95,14,16,12,14,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,18.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
165,6,2,4,0,2,4,21,85,11,15,9,11,0,0,50.0,0,25,0,0,0,0,0,0,0,0,0,0,15,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
166,4,1,3,-4,3,-1,18,30,8,10,6,8,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
167,2,2,2,2,2,2,15,22,7,7,7,7,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,4,6,2,1,2,3,25,128,15,15,17,13,0,5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,18,16.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
169,8,4,6,4,6,5,37,275,29,27,25,27,1,3,50.0,180,0,0,3,3,3,3,3,3,3,0,0,30,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
170,8,4,6,4,5,6,42,390,33,34,30,31,1,3,50.0,200,0,50,3,3,3,4,3,3,3,6,0,36,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,18
171,7,5,6,0,5,3,29,175,19,20,19,16,1,3,5.0,25,0,0,0,0,1,2,1,0,0,0,0,23,27.0,0,0.0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10
172,4,5,3,1,3,7,33,230,22,21,25,21,1,0,25.0,0,0,50,0,2,0,0,2,1,0,0,0,24,23.5,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,12
173,7,2,5,2,3,5,33,185,20,24,19,20,1,2,50.0,120,0,0,1,1,1,0,0,0,0,0,0,24,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
174,4,1,4,-5,1,-4,18,30,7,10,7,5,0,0,40.0,0,20,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
175,4,2,4,-5,2,-4,19,45,9,11,9,7,0,0,30.0,0,30,0,0,0,0,0,0,0,0,0,0,11,9.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
176,1,-1,4,-4,1,-2,16,9,3,8,1,3,0,0,10.0,0,0,20,0,0,0,0,0,0,0,0,0,6,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
177,4,4,4,2,3,2,24,130,13,14,16,11,1,0,25.0,0,0,0,0,1,0,1,2,0,0,0,0,17,15.0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6
178,5,3,5,-1,3,3,23,105,13,17,13,13,0,0,25.0,0,0,35,0,0,0,0,0,0,0,0,0,17,13.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
179,4,1,3,-3,2,0,18,30,8,11,5,8,0,2,30.0,0,30,0,0,0,0,0,0,0,0,0,0,10,9.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180,5,1,5,-4,1,-1,22,73,12,14,10,10,0,0,35.0,0,0,15,0,0,0,0,0,0,0,0,0,15,14.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
181,5,2,4,-5,0,-5,14,60,8,12,10,8,0,5,10.0,0,10,0,0,0,0,0,0,0,0,0,0,13,12.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4
182,7,2,4,-4,2,-2,25,125,15,17,15,13,0,0,25.0,0,0,25,0,0,0,0,0,0,0,0,0,18,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
183,3,-2,2,-5,0,-5,8,45,4,7,3,5,0,5,10.0,0,10,10,0,0,0,0,0,0,0,0,0,8,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
184,6,4,6,-4,5,-1,25,125,16,17,13,16,0,0,5.0,0,0,35,0,0,0,0,0,0,0,0,0,17,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
185,8,6,9,6,6,8,44,375,33,34,31,31,1,1,35.0,50,0,0,0,0,0,0,1,1,2,0,3,38,37.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,19
186,7,2,5,2,4,4,30,175,22,21,18,20,1,3,40.0,140,0,0,4,4,3,3,0,0,0,0,0,23,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
187,7,4,7,-4,5,-2,29,190,19,22,17,19,0,0,35.0,0,0,35,0,0,0,0,0,0,0,0,0,23,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
188,7,1,5,1,4,2,32,230,23,25,20,22,0,1,30.0,0,0,0,0,0,0,0,0,0,0,0,0,26,24.0,25,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
189,6,3,4,0,3,1,27,150,16,18,13,17,1,0,35.0,0,0,20,0,2,0,0,1,0,0,0,0,20,21.0,20,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
190,7,3,5,5,4,5,31,175,22,20,18,24,1,6,30.0,30,0,0,1,1,2,2,0,2,0,0,0,24,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
191,9,4,8,-4,6,3,42,255,33,35,27,31,1,14,50.0,0,0,0,0,0,0,0,0,0,0,0,2,35,44.5,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18
192,9,5,6,5,5,6,40,330,32,31,30,30,1,3,50.0,140,0,70,3,4,3,5,5,3,3,1,0,34,33.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
193,10,5,7,6,8,6,45,375,36,35,33,38,1,3,60.0,200,0,0,3,3,3,3,3,3,3,4,5,38,40.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
194,5,8,5,5,4,8,36,200,25,23,28,26,1,6,30.0,0,0,0,4,4,4,4,4,4,3,0,0,29,32.0,0,0.0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,14
195,1,4,1,-1,0,2,17,28,6,7,10,6,0,2,15.0,60,0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
196,9,6,8,-2,6,7,43,360,30,34,30,26,1,4,35.0,100,40,40,0,0,0,0,0,0,1,1,0,35,33.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18
197,0,3,1,-4,3,0,16,15,6,3,9,6,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,7,6,6,6,10,7,46,375,41,34,30,38,1,2,35.0,35,0,0,0,0,0,0,0,0,3,2,3,38,37.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20
199,0,3,2,-4,2,-2,15,8,5,4,7,4,0,0,30.0,0,0,15,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
200,3,5,4,5,6,3,28,155,21,15,18,21,1,3,25.0,60,0,0,2,1,1,1,2,0,0,0,0,21,18.5,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
201,3,3,2,-4,2,0,18,32,8,8,9,6,0,0,30.0,65,0,0,0,0,0,0,0,0,0,0,0,9,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
202,11,7,10,4,9,8,49,500,40,39,37,40,1,2,35.0,60,0,0,0,0,0,0,0,0,0,0,0,42,41.0,42,49.0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21
203,5,2,3,-4,2,-2,17,36,8,9,8,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
204,8,5,8,-2,5,4,36,225,27,28,23,25,1,2,40.0,40,40,0,0,0,0,0,1,0,1,0,0,28,45.0,0,0.0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,14
205,7,3,5,3,5,3,31,195,22,22,20,22,1,3,40.0,140,0,0,3,3,3,4,0,0,0,0,0,24,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
206,-5,4,3,0,2,6,24,110,14,15,18,14,1,5,0.0,40,0,0,0,0,1,5,0,0,0,0,0,20,18.0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
207,6,4,5,0,4,3,27,165,16,19,14,16,1,2,35.0,50,0,0,1,1,1,2,0,0,0,0,0,20,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
208,8,2,8,5,5,4,34,365,25,28,22,23,1,0,30.0,40,0,0,0,0,0,1,2,3,0,0,0,29,27.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,14
209,2,2,2,2,2,2,15,22,7,7,7,7,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,8,0,6,-5,4,4,35,325,26,28,22,26,0,5,60.0,180,0,0,0,0,0,0,0,0,0,0,0,30,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14
211,0,3,1,-5,0,-4,16,15,6,5,7,4,0,0,25.0,0,25,0,0,0,0,0,0,0,0,0,0,7,3.5,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,6,3,5,-4,4,0,28,155,18,19,14,16,0,5,40.0,0,30,0,0,0,0,0,0,0,0,0,0,20,18.0,17,16.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8
213,0,2,1,0,2,4,16,15,5,4,5,7,1,0,25.0,0,0,25,3,0,0,0,0,0,0,0,0,7,2.5,7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,6,2,6,-2,4,2,23,135,16,17,13,13,0,0,25.0,0,20,0,0,0,0,0,0,0,0,0,0,17,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
215,8,0,5,-4,2,-2,26,175,17,20,13,17,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,21,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
216,-5,6,3,3,4,6,28,130,19,16,19,21,0,6,0.0,60,0,0,0,0,0,0,0,0,0,0,0,21,18.0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
217,4,2,4,0,3,2,22,70,13,14,8,11,1,0,35.0,0,0,0,0,0,0,1,1,0,0,0,0,14,13.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
218,5,5,3,2,4,5,24,120,14,13,17,12,1,0,30.0,80,0,0,1,1,3,1,1,0,0,0,0,16,22.0,18,17.5,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6
219,2,2,2,2,2,2,15,22,7,7,7,7,0,2,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,6,1,4,0,3,3,28,175,18,19,16,18,1,3,30.0,100,0,30,3,3,3,3,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9
221,8,6,6,4,6,8,36,250,26,28,26,24,1,1,40.0,40,0,0,0,1,0,3,0,0,4,0,0,30,30.0,26,34.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14
222,7,0,5,-4,2,-2,25,170,16,19,14,16,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,19,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
223,1,3,1,1,3,4,19,45,10,6,12,10,1,0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,12,9.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
224,2,5,3,-1,2,0,21,60,11,11,13,8,0,0,30.0,0,30,0,0,0,0,0,0,0,0,0,0,14,9.0,0,0.0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
225,1,4,2,0,0,2,18,18,5,5,9,5,1,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,9,3.5,9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,1,3,2,1,4,2,18,30,8,8,10,11,1,0,35.0,0,0,0,0,0,0,2,0,0,0,0,0,11,6.5,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
227,4,4,2,-5,3,0,21,60,11,12,14,9,0,0,20.0,60,0,0,0,0,0,0,0,0,0,0,0,14,13.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
228,4,4,4,-5,1,-3,22,80,8,13,11,12,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,15,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
229,1,4,3,-1,-1,1,18,34,5,9,10,5,1,0,30.0,0,20,0,2,1,0,0,0,0,0,0,0,11,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
230,10,6,8,5,9,10,49,500,40,40,34,37,1,0,35.0,100,0,0,0,1,0,1,2,1,2,0,6,44,55.0,40,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,21
231,3,-2,2,-5,0,-2,13,26,3,7,3,5,0,4,25.0,0,0,0,0,0,0,0,0,0,0,0,0,8,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
232,10,5,7,0,6,5,44,360,35,36,32,31,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,37,40.0,37,31.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
233,4,5,3,0,3,0,24,100,15,15,17,11,1,0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,16,16.0,17,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
234,1,4,1,2,0,2,19,45,8,9,12,6,1,0,25.0,0,0,0,1,3,0,0,0,0,0,0,0,11,6.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
235,7,3,6,-4,5,3,28,135,19,18,13,17,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,20,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
236,4,5,1,-1,2,4,25,105,15,14,18,13,0,0,40.0,0,0,40,0,0,0,0,0,0,0,0,0,17,14.0,18,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
237,8,3,6,5,6,6,39,300,28,28,25,28,1,0,25.0,60,0,0,0,2,0,0,7,2,4,6,0,32,39.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16
238,6,1,5,-4,3,-1,25,100,11,17,11,15,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,16,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
239,7,3,5,-2,5,3,30,170,21,21,17,19,0,3,30.0,0,0,30,0,0,0,0,0,0,0,0,0,23,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
240,8,5,7,-4,5,-3,33,270,22,26,24,22,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,27,27.5,0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13
241,0,3,4,-5,1,-5,19,40,9,12,11,9,0,2,5.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5,4
